Last Name,First Name,Position,State,County / Town,Vote
Davis,Caleb,,MA,Boston,yes
Jarvis,Charles,,MA,Boston,yes
Jones,John Coffin,,MA,Boston,yes
Winthrop,John,,MA,Boston,yes
Dawes,Thomas,,MA,Boston,yes
Stillman,Samuel,,MA,Boston,yes
Russel,Thomas,,MA,Boston,yes
Gore,Christopher,,MA,Boston,yes
Heath,William,,MA,Roxbury,yes
Sumner,Increase,,MA,Roxbury,yes
Bowdoin,James,,MA,Dorchester,yes
Wales,Ebenezer,,MA,Dorchester,yes
Robbins,Nathaniel,,MA,Milton,yes
Tufts,Cotton,,MA,Weymouth,yes
Lincoln,Benjamin,,MA,Hingham,yes
Shute,Daniel,,MA,Hingham,yes
Cranch,Richard,,MA,Braintree,yes
Wibird,Anthony,,MA,Braintree,yes
Jackson,Joseph,,MA,Brookline,yes
Thacher,Thomas,,MA,Dedham,yes
Ames,Fisher,,MA,Dedham,yes
M'Intosh,William,,MA,Needham,yes
Baxter,John,,MA,Medfield,yes
Dunbar,Elijah,,MA,Stoughton,yes
Southworth,Jedediah,,MA,Stoughton,no
Man,Thomas,,MA,Wrentham,yes
Comstock,Nathan,,MA,Wrentham,yes
Payson,George,,MA,Walpole,yes
Randall,Benjamin,,MA,Sharon,no
Fisher,J.,,MA,Franklin,yes
Richardson,M.,,MA,Medway,no
Alden,Noah,,MA,Bellingham,no
Payson,Phillips,,MA,Chelsea,yes
Warren,Ebenezer,,MA,Foxboro,yes
Jones,Thomas,,MA,Hull,yes
Manning,Richard,,MA,Salem,yes
Pulling,Edward,,MA,Salem,yes
Gray Jun.,William,,MA,Salem,yes
Cabot,Francis,,MA,Salem,yes
Hutchinson,Is.,,MA,Danvers,no
Dalton,Tristam,,MA,Newbury,yes
Sawyer,Enos,,MA,Newbury,yes
March,E.,,MA,Newbury,yes
King,Rufus,,MA,Newburyport,yes
Greenleaf,Benjamin,,MA,Newburyport,yes
Parsons,Theophilus,,MA,Newburyport,yes
Titcomb,Jonathan,,MA,Newburyport,yes
Cabot,G.,,MA,Beverly,yes
Wood,Joseph,,MA,Beverly,yes
Thorndike,Israel,,MA,Beverly,yes
Farley,Michael,,MA,Ipswich,yes
Choate,J.,,MA,Ipswich,yes
Noyes,Daniel,,MA,Ipswich,yes
Cogswell,Jonathan,,MA,Ipswich,yes
Mansfield,Isaac,,MA,Marblehead,yes
Glover,J.,,MA,Marblehead,yes
Orne,Azor,,MA,Marblehead,yes
Glover,John,,MA,Marblehead,yes
Rodgers,Daniel,,MA,Gloucester,yes
Low,John,,MA,Gloucester,yes
Pearson,W.,,MA,Gloucester,yes
Carnes,J.,,MA,Lynn and Lynnfield,yes
Burnham,John,,MA,Lynn and Lynnfield,yes
Osgood,Peter,,MA,Andover,no
Kittridge,Thomas,,MA,Andover,no
Symmes,William,,MA,Andover,yes
Mighill,Thomas,,MA,Rowley,no
Bartlett,Bailey,,MA,Haverhill,yes
Marsh,Nathaniel,,MA,Haverhill,yes
Clark,Israel,,MA,Topsfield,yes
Nyre,Samuel,,MA,Salisbury,yes
Jackman,Enoch,,MA,Salisbury,yes
Lurvey,Benjamin,,MA,Amesbury,yes
Patten,Willis,,MA,Amesbury,yes
Wood,Aaron,,MA,Boxford,no
Thruston,Daniel,,MA,Bradford,yes
Carlton,E.,,MA,Methuen,no
Herrick,Jacob,,MA,Wenham,yes
Miller,Simeon,,MA,Manchester,yes
Dana,Francis,,MA,Cambridge,yes
Dana,Stephen,,MA,Cambridge,yes
Gorham,N.,,MA,Charlestown,yes
Spring,Marshal,,MA,Watertown,no
Winn,Timothy,,MA,Woburn,no
Hosmer,Joseph,,MA,Concord,yes
Fuller,A.,,MA,Newtown,yes
Flint,William,,MA,Reading,no
Emerson,Peter,,MA,Reading,no
Morse,Jonas,,MA,Marlborough,no
Sawin,Benjamin,,MA,Marlborough,no
Thompson,William,,MA,Billerica,no
Buckminster,L.,,MA,Framingham,yes
Browne,Benjamin,,MA,Lerington,yes
Minot,John,,MA,Chelmsford,no
Whitney,Daniel,,MA,Sherburne,yes
Wheeler,Asahel,,MA,Sudbury,yes
Blaney,Benjamin,,MA,Malden,yes
Bigelow,Abraham,,MA,Weston,yes
Brooks,John,,MA,Medford,yes
Dench,Gilbert,,MA,Hopkinton,yes
Keep,Jonathan,,MA,Westford,no
Whitman,Charles,,MA,Stow,yes
Morse,Benjamin,,MA,Groton,no
Sheple,Joseph,,MA,Groton,no
Sawtell,Obadiah,,MA,Shirley,no
Fisk,Daniel,,MA,Pepperell,no
Williams,Leonard,,MA,Waltham,yes
Adams,Daniel,,MA,Townsend,no
Varnum,Joseph B.,,MA,Dracut,yes
Webber,John,,MA,Bedford,no
Chamberlain,St.,,MA,Holliston,no
Parlin,A.,,MA,Acton and Carlisle,no
Pitts,J.,,MA,Dunstable,yes
Brooks,E.,,MA,Lincoln,yes
Harnden,J.,,MA,Wilmington,no
Scarlet,Newman,,MA,Tewksbury,no
Reed,Samuel,,MA,Littleton,no
Adams,Benjamin,,MA,Ashby,no
Broad,Hezekiah,,MA,Natick,no
Green,Jonathan,,MA,Stoneham,no
Gleason,Phi.,,MA,East Sudbury,no
Pynchon,William,,MA,Springfield,yes
Ely,Benjamin,,MA,West Springfield,no
Williston,John,,MA,West Springfield,no
Stebbins,Phin.,,MA,Wilbraham,no
Strong,Caleb,,MA,Northampton and Easthampton,yes
Sheldon,Benjamin,,MA,Northampton and Easthampton,yes
Pomeroy,L.,,MA,Southampton,yes
Porter,Elisha,,MA,Hadley,yes
Goodman,N.,,MA,South Hadley,yes
Cooly,Daniel,,MA,Amherst,no
Eastman,Benjamin,,MA,Granby,no
Hastings,J.,,MA,Hatfield,yes
Allis,Josiah,,MA,Whately,no
Bodman,W.,,MA,Williamsburg,no
Ingersoll,John,,MA,Westfield,yes
Field,Samuel,,MA,Deerfield,no
Bascum,Moses,,MA,Greenfield,no
Wilson,Robert,,MA,Shelburne,no
Arms,Consider,,MA,Conway,no
Maynard,Malachi,,MA,Conway,no
Crocker,Z.,,MA,Sunderland,no
Severance,M.,,MA,Montague,no
James,Ebenezer,,MA,Northfield,yes
Morgan,Abner,,MA,Brimfield,yes
Fisk,A.,,MA,South Brimfield,no
Merrick,Phineas,,MA,Monson,no
Clark,Adam,,MA,Pelham,no
Whitcomb,N.,,MA,Greenwich,no
Blair,Timothy,,MA,Blandford,no
Merrick,Aaron,,MA,Palmer,no
Hamilton,John,,MA,Granville,no
Cooley,Clark,,MA,Granville,no
Chamberlin,J.,,MA,New Salem,no
Dwight,Justus,,MA,Belchertown,no
Eddy,Samuel,,MA,Coleraine,no
Pepper,Isaac,,MA,Ware,no
Goldsborough,John,,MA,Warwick and Orange,no
Shepard,David,,MA,Chester,yes
Reed,Jesse,,MA,Charlemont,yes
Williams,Ephraim,,MA,Ashfield,no
Eager,Nahum,,MA,Worthington,yes
Powers,Asa,,MA,Shutesbury,no
Bonney,Benj.,,MA,Chesterfield,yes
Fowler,Silas,,MA,Southwick,no
Doglass,T.J.,,MA,Northwick,yes
Jennings,John,,MA,Ludlow,no
Hubbard,Jonathan,,MA,Leverett,no
Fisher,A.,,MA,West Hampton,yes
Lazell,Edmund,,MA,Cunningham and Plainfield,yes
Maxwell,T.,,MA,Buckland,yes
Colton,E.,,MA,Long Meadows,yes
Thomas,Joshua,,MA,Plymouth,yes
Davis,Thomas,,MA,Plymouth,yes
Davis,John,,MA,Plymouth,yes
Cushing,William,,MA,Scituate,yes
Cushing,Nathan,,MA,Scituate,yes
Turner,Charles,,MA,Scituate,yes
Shaw,William,,MA,Marshfield,yes
Howard,D.,,MA,Bridgewater,yes
Hooper,Hezekiah,,MA,Bridgewater,yes
Mitchell,Elisha,,MA,Bridgewater,yes
Howard,Daniel,,MA,Bridgewater,yes
Backus,Isaac,,MA,Middleboro,yes
Thomas,Benjamin,,MA,Middleboro,no
Thompson,Isaac,,MA,Middleboro,yes
Soule,Isaac,,MA,Middleboro,no
Partridge,G.,,MA,Duxbury,yes
Hammond,N.,,MA,Rochester,no
Holmes,Abraham,,MA,Rochester,no
Shurtliff,F.,,MA,Plympton,no
Bisbee,Elisha,,MA,Plympton,no
Turner,John,,MA,Pembroke,yes
Smith,Josiah,,MA,Pembroke,yes
Sever,W.,,MA,Kingston,yes
Cushing,Joseph,,MA,Hanover,yes
Niles,Samuel,,MA,Abington,yes
Waterman,F.,,MA,Halifax,yes
Fearing,Israel,,MA,Wareham,yes
Browne,Shear.,,MA,Barnstable,yes
Smith,Thomas,,MA,Sandwich,no
Nye,Thomas,,MA,Sandwich,no
Thatcher,D.,,MA,Yarmouth,yes
Howes,Jonathan,,MA,Yarmouth,yes
Freeman,Solomon,,MA,Harwich,yes
Clark,Kimball,,MA,Harwich,yes
Whitman,Levi,,MA,Wellfleet,yes
Palmer,Joseph,,MA,Falmouth,yes
Williams,James,,MA,Taunton,no
Leonard,Nathaniel,,MA,Taunton,yes
Pratt,Aaron,,MA,Taunton,no
Bishop,Phan.,,MA,Rehoboth,no
Brown,Frederick,,MA,Rehoboth,no
Windsor,William,,MA,Rehoboth,no
Mason,Christopher,,MA,Swansey,no
Brown,David,,MA,Swansey,no
Slocum,Hol'r,,MA,Dartmouth,no
Hathaway,Melatiah,,MA,Dartmouth,no
White,Abraham,,MA,Norton,no
May,Elisha,,MA,Attleboro,yes
Wilmarth,Moses,,MA,Attleboro,yes
Richmond,Sylvester,,MA,Dighton,yes
Baylies,William,,MA,Dighton,yes
Durfee,Thomas,,MA,Freetown,yes
Washburn,Israel,,MA,Freetown,yes
Tisdell,Eben,,MA,Easton,no
Pratt,John,,MA,Mansfield,no
Spooner,W.,,MA,New Bedford,yes
West,Samuel,,MA,New Bedford,yes
Almy,William,,MA,Westport,yes
Preble,Esaias,,MA,York,no
Barrell,Nathaniel,,MA,York,no
Adams,Mark,,MA,Kittery,no
Neal,James,,MA,Kittery,no
Hemmenway,Mr.,,MA,Wells,yes
Wells,Nathaniel,,MA,Wells,yes
Low,Nathaniel,,MA,Berwick,no
Cutts,Richard F.,,MA,Berwick,no
Hays,Elijah,,MA,Berwick,no
Cutts,T.,,MA,Pepperelboro,yes
Wentworth,T.M.,,MA,Lebanon,no
Nason,Samuel,,MA,Sanford,no
Bradbury,Jacob,,MA,Buxton,yes
Ames,Moses,,MA,Fryeburg,no
Low,John,,MA,Coxhall,yes
Emery,Jeremiah,,MA,Shapleigh,no
Tingley,Pel.,,MA,Waterboro,no
Mayhew,William,,MA,Edgartown,yes
Dunham,C.,,MA,Tisbury,yes
Bigelow,David,,MA,Worcester,no
Sprague,John,,MA,Lancaster,yes
Thompson,Ed.,,MA,Mendon,no
Forbes,Daniel,,MA,Brookfield,no
Jenks,N.,,MA,Brookfield,no
Learned,Jeremiah,,MA,Oxford,no
Curtiss,Caleb,,MA,Charlton,no
M'Intier,Ezra,,MA,Charlton,no
Harwood,David,,MA,Sutton,no
Singletary,Amos,,MA,Sutton,no
Denny,Samuel,,MA,Leicester,no
Hathun,James,,MA,Spencer,no
Sherman,Asaph,,MA,Rutland,no
Smith,Abraham,,MA,Paxton,no
Bullard,Jonathan,,MA,Oakham,no
Black,John,,MA,Barre,no
Woods,J.,,MA,Hubbardston,no
Joslyn,B.,,MA,New Braintree,no
Newton,Seth,,MA,Southboro,yes
Maynard,S.,,MA,Westboro,no
Brigham,Art.,,MA,Northboro,no
Harrington,I.,,MA,Shrewsbury,no
Fuller,John,,MA,Lunenburg,no
Putman,Daniel,,MA,Fitchburg,no
Willard,Samuel,,MA,Uxbridge,no
Whitney,Joshua,,MA,Harvard,no
Day,Jonathan,,MA,Dudley,no
Baker,Samuel,,MA,Bolton,yes
Baker,T.M.,,MA,Upton,no
Parker,Timothy,,MA,Sturbridge,no
Wilder,D.,,MA,Leominster,yes
Kinsley,M.,,MA,Hardwick,no
Davi,Joseph,,MA,Holden,no
Patrick,Mat.,,MA,Western,yes
Taylor,John,,MA,Douglass,no
Wood,Joseph,,MA,Grafton,no
Grout,Jonathan,,MA,Petersham,no
Peckham,Samuel,,MA,Petersham,no
Frye,John,,MA,Royalston,no
Holden,Stephen,,MA,Westminster,no
Fletcher,J.,,MA,Templeton,no
Fuller,Timothy,,MA,Princeton,no
Willard,Jacob,,MA,Ashburnham,no
Hale,Moses,,MA,Winchendon,no
Wood,J.,,MA,Northbridge,no
Stone,Joseph,,MA,Ward,no
Goddard,Josiah,,MA,Athol,yes
Stearns,David,,MA,Milford,no
Wilder,Ephraim,,MA,Sterling,yes
Temple,Jonas,,MA,Boylston,no
Isley,Daniel,,MA,Falmouth,no
Smith,John K.,,MA,Falmouth,yes
 Fox,John,,MA,Portland,yes
M'Lellen,Joseph,,MA,Portland,yes
Mitchell,D.,,MA,North Yarmouth,yes
Merrill,Samuel,,MA,North Yarmouth,yes
Thompson,W.,,MA,Scarboro,yes
Dunlap,John,,MA,Brunswick,yes
Snow,Isaac,,MA,Harpswell,yes
Dyer,Joshua,,MA,Cape Elizabeth,yes
Longfellow,S.,,MA,Gorham,no
Widgery,,,MA,New Gloucester,no
Perley,Samuel,,MA,Gray,yes
Rice,Thomas,,MA,Pownalboro,yes
Sylvester,David,,MA,Pownalboro,yes
Wyman,N.,,MA,Georgetown,yes
Murray,David,,MA,Newcastle,no
Gilmore,David,,MA,Woolwich,yes
Thompson,S.,,MA,Topsham,no
Crosby,Jonah,,MA,Winslow,no
Beal,Zachary,,MA,Bowdoinham,no
M'Cobb,William,,MA,Boothbay,yes
Jones,William,,MA,Bristol,no
Grant,Samuel,,MA,Vassalboro,yes
Davis,Moses,,MA,Edgecomb,yes
Carr,James,,MA,Hallowell,no
Fayles,David,,MA,Thomaston,yes
Sewall,Dummer,,MA,Bath,yes
Bean,Joshua,,MA,Winthrop,no
Ashley,John,,MA,Sheffield and Mount Washington,yes
Dwight,E.,,MA,Great Barrington,yes
Sedgwick,T.,,MA,Stockbridge,yes
Rathburn,Val.,,MA,Pittsfield,no
Betts,Comstock,,MA,Richmond,no
Collins,Lemuel,,MA,Lenox,no
Smith,Jonathan,,MA,Lanesboro,no
Skinner,T.J.,,MA,Williamstown,yes
Pleroe,J.,,MA,Adams,no
Fitch,Ephraim,,MA,Egremont,no
Carpenter,Elisha,,MA,Becket,yes
Lusk,T.,,MA,West Stockbridge,no
Hulbert,John,,MA,Alford,no
Taylor,D.,,MA,New Marlborough,yes
Herrick,E.,,MA,Tyringham,no
Lawton,Joshua,,MA,Loudon,no
Mason,Timothy,,MA,Windsor,no
Peirce,,,MA,Partridgefield,no
Vaughan,David,,MA,Hancock,no
Bradley,Jesse,,MA,Lee,no
Noble,Zenas,,MA,Washington,no
Picket,J.,,MA,Sandisfield,no
Pinckney,Charles Cotesworth,,SC,"St. Philip and St. Michael, Charleston",yes
Gadsden,Christopher,,SC,"St. Philip and St. Michael, Charleston",yes
Rutledge,Edward,,SC,"St. Philip and St. Michael, Charleston",yes
Ramsay,David,,SC,"St. Philip and St. Michael, Charleston",yes
Heyward,Thomas,Hon Jun,SC,"St. Philip and St. Michael, Charleston",yes
Darrell,Edward,,SC,"St. Philip and St. Michael, Charleston",yes
Motte,Isaac,,SC,"St. Philip and St. Michael, Charleston",yes
Gadsden,Thomas,,SC,"St. Philip and St. Michael, Charleston",yes
Matthews,John,,SC,"St. Philip and St. Michael, Charleston",yes
Blake,Edward,,SC,"St. Philip and St. Michael, Charleston",yes
Bee,Thomas,,SC,"St. Philip and St. Michael, Charleston",yes
DeSaussure,Daniel,,SC,"St. Philip and St. Michael, Charleston",yes
Jones,Thomas,,SC,"St. Philip and St. Michael, Charleston",yes
Grimkie,John Faucheraud,,SC,"St. Philip and St. Michael, Charleston",yes
Johnson,William,,SC,"St. Philip and St. Michael, Charleston",yes
Pringle,John Julius,,SC,"St. Philip and St. Michael, Charleston",yes
Blake,John,,SC,"St. Philip and St. Michael, Charleston",yes
Stevens,Daniel,,SC,"St. Philip and St. Michael, Charleston",yes
Cannon,Daniel,,SC,"St. Philip and St. Michael, Charleston",yes
Toomer,Anthony,,SC,"St. Philip and St. Michael, Charleston",yes
Rutledge,Hugh,,SC,"St. Philip and St. Michael, Charleston",yes
Budd,John,,SC,"St. Philip and St. Michael, Charleston",yes
Kinloch,Francis,,SC,"St. Philip and St. Michael, Charleston",yes
Sommersall,William,,SC,"St. Philip and St. Michael, Charleston",yes
Kalteisen,Michael,,SC,"St. Philip and St. Michael, Charleston",yes
Lushington,Richard,,SC,"St. Philip and St. Michael, Charleston",yes
Russell,Nathaniel,,SC,"St. Philip and St. Michael, Charleston",yes
Smith,Josiah,,SC,"St. Philip and St. Michael, Charleston",yes
Morris,Lewis,,SC,"St. Philip and St. Michael, Charleston",yes
Lightwood,Edward,,SC,"St. Philip and St. Michael, Charleston",yes
Edwards,John,,SC,"St. Philip and St. Michael, Charleston",yes
Pinckney,Charles,,SC,Christ Church,yes
Rutledge,John,,SC,Christ Church,yes
Vanderhorst,Arnoldus,,SC,Christ Church,yes
Read,William,,SC,Christ Church,yes
Toomer,Joshua,,SC,Christ Church,yes
Laurens,Henry,,SC,"St. John, Berkley County",yes
Moultrie,William,,SC,"St. John, Berkley County",yes
Fayssoux,Peter,,SC,"St. John, Berkley County",no
Simons,Keating,,SC,"St. John, Berkley County",no
Laurens,Henry,,SC,"St. John, Berkley County",yes
Walter,Thomas,,SC,"St. John, Berkley County",no
Drayton,Glen,,SC,St. Andrews,yes
Hutson,Richard,,SC,St. Andrews,yes
Fuller,Thomas,,SC,St. Andrews,yes
Ladson,James,,SC,St. Andrews,yes
Izard,Ralph,Junior,SC,St. Andrews,yes
Drayton,Charles,,SC,St. Andrews,yes
Scott,William,,SC,St. Andrews,yes
Glaze,John,,SC,"St. George, Dorchester",yes
Waring,Morton,,SC,"St. George, Dorchester",yes
Waring,Thomas,,SC,"St. George, Dorchester",yes
Postell,John,,SC,"St. George, Dorchester",yes
Postell,William,,SC,"St. George, Dorchester",yes
Hutchinson,Matthias,,SC,"St. George, Dorchester",yes
Dawson,John,,SC,"St. George, Dorchester",yes
Izard,Ralph,Senior,SC,"St. James, Goose Creek",yes
Smith,Peter,,SC,"St. James, Goose Creek",yes
Smith,Benjamin,,SC,"St. James, Goose Creek",yes
Manigault,Gabriel,,SC,"St. James, Goose Creek",yes
Smith,William,,SC,"St. James, Goose Creek",yes
Parker,John,,SC,"St. James, Goose Creek",yes
Deas,John,,SC,"St. James, Goose Creek",yes
Huger,John,,SC,St. Thomas and St. Dennis,yes
Karwon,Thomas,,SC,St. Thomas and St. Dennis,yes
Screven,Thomas,,SC,St. Thomas and St. Dennis,yes
Daniel,Robert,,SC,St. Thomas and St. Dennis,yes
Forgartie,Lewis,,SC,St. Thomas and St. Dennis,yes
Harleston,Isaac,,SC,St. Thomas and St. Dennis,yes
Parker,Isaac,,SC,St. Thomas and St. Dennis,yes
Hamilton,Paul,,SC,St. Pauls' Parish,yes
Wilson,Jehu,,SC,St. Pauls' Parish,no
Garner,Melcher,,SC,St. Pauls' Parish,no
Haig,George,,SC,St. Pauls' Parish,yes
Slann,Joseph,,SC,St. Pauls' Parish,yes
Saunders,Roger Parker,,SC,St. Pauls' Parish,yes
Washington,William,,SC,St. Pauls' Parish,yes
Postell,Benjamin,,SC,St. Bartholomew,no
Snipes,William Clay,,SC,St. Bartholomew,no
Smith,Obrian,,SC,St. Bartholomew,no
Walter,Paul,,SC,St. Bartholomew,no
Lloyd,John,,SC,St. Bartholomew,yes
Croskeys,John,,SC,St. Bartholomew,yes
Bellinger,Edmond,,SC,St. Bartholomew,no
Barnwell,John,,SC,St. Helena,yes
Joyner,John,,SC,St. Helena,yes
Kean,John,,SC,St. Helena,yes
Wigg,William H,,SC,St. Helena,yes
Barnwell,Robert,,SC,St. Helena,yes
Elliot,William,,SC,St. Helena,yes
Stewart,James,,SC,St. Helena,yes
Dubose,Isaac,,SC,"St. James, Santee",yes
Miles,Lewis,,SC,"St. James, Santee",yes
Warren,Samuel,,SC,"St. James, Santee",yes
Withers,Richard,,SC,"St. James, Santee",yes
Mayrant,John,,SC,"St. James, Santee",yes
Bowman,John,,SC,"St. James, Santee",no
Horry,Thomas,,SC,"St. James, Santee",yes
Watles,Thomas,,SC,"Prince George, Winyah",yes
Smith,Samuel,,SC,"Prince George, Winyah",yes
Kinloch,Cleland,,SC,"Prince George, Winyah",yes
Allston,William,,SC,"Prince George, Winyah",yes
Allston,Thomas,,SC,All Saints,yes
Morrall,Daniel,,SC,All Saints,yes
Wilson,William,,SC,Prince Frederick,yes
Dollard,Patrick,,SC,Prince Frederick,no
Tweed,Alexander,,SC,Prince Frederick,yes
Frierson,William,,SC,Prince Frederick,yes
Reed,William,,SC,Prince Frederick,no
Pettigrew,James,,SC,Prince Frederick,yes
Burgess,John,,SC,Prince Frederick,no
Legare,Thomas,,SC,"St. John, Colleton County",yes
Muncreef,Richard,,SC,"St. John, Colleton County",yes
Jenkins,Daniel,,SC,"St. John, Colleton County",yes
Wilson,Hugh,,SC,"St. John, Colleton County",yes
Jenkins,Isaac,,SC,"St. John, Colleton County",yes
Mikell,Ephraim,,SC,"St. John, Colleton County",yes
Smelie,William,,SC,"St. John, Colleton County",yes
Fenwick,John,,SC,St. Peter,yes
Chisholm,John,,SC,St. Peter,no
Hartestone,Joachim,,SC,St. Peter,yes
Bourquin,John Lewis,,SC,St. Peter,no
Stafford,Seth,,SC,St. Peter,yes
Holcom,Henry,,SC,St. Peter,yes
Hutson,Thomas,,SC,Prince William,yes
McPherson,John,,SC,Prince William,yes
Maine,James,,SC,Prince William,yes
Cuthbert,John A.,,SC,Prince William,yes
Lightwood,John,,SC,Prince William,yes
Simmons,John,,SC,Prince William,yes
Deveaux,Stephen,,SC,Prince William,yes
Palmer,John,,SC,St. Stephen,yes
Maham,Hezekiah,,SC,St. Stephen,yes
Dubose,Samuel,,SC,St. Stephen,yes
Peyre,John,,SC,St. Stephen,yes
Sumter,Thomas,,SC,District Eastwd. of the Wateree,no
Baskins,Andrew,,SC,District Eastwd. of the Wateree,no
Lowry,John,,SC,District Eastwd. of the Wateree,no
Cudworth,Benjamin,,SC,District Eastwd. of the Wateree,no
Massey,William,,SC,District Eastwd. of the Wateree,no
Chesnut,John,,SC,District Eastwd. of the Wateree,yes
White,Hugh,,SC,District Eastwd. of the Wateree,no
Dunlap,Thomas,,SC,District Eastwd. of the Wateree,no
Dunlap,Samuel,,SC,District Eastwd. of the Wateree,no
Montgomery,John,,SC,District Eastwd. of the Wateree,no
Lincoln,James,,SC,District of Ninety Six,no
Jones,Adam Crain,,SC,District of Ninety Six,no
Hamilton,Andrew,,SC,District of Ninety Six,no
Harris,John,,SC,District of Ninety Six,yes
Martin,Edmond,,SC,District of Ninety Six,no
Calhoun,Joseph,,SC,District of Ninety Six,no
Butler,William,,SC,District of Ninety Six,no
Bowie,John,,SC,District of Ninety Six,no
Gervias,John Lewis,,SC,District of Ninety Six,no
Earle,Samuel,,SC,North Side of Saluda,yes
Allston,Lamuel James,,SC,North Side of Saluda,yes
Thomas,John,,SC,North Side of Saluda,yes
Miller,John,,SC,South Side of Saluda,yes
McCaleb,William,,SC,South Side of Saluda,yes
Hampton,Richard,,SC,District of Saxe-Gotha,no
Culpeper,John,,SC,District of Saxe-Gotha,no
Fitzpatrick,William,,SC,District of Saxe-Gotha,no
Threewits,Lewellin,,SC,District of Saxe-Gotha,no
Threewits,John,,SC,District of Saxe-Gotha,no
Hampton,Wade,,SC,District of Saxe-Gotha,no
Pendleton,Henry,,SC,District of Saxe-Gotha,yes
Burke,Edanus,,SC,Lower District between Broad and Saluda Rivers,no
Lindsey,John,,SC,Lower District between Broad and Saluda Rivers,no
Waters,Philemon,,SC,Lower District between Broad and Saluda Rivers,no
Rutherford,Robert,,SC,Lower District between Broad and Saluda Rivers,no
Hampton,John,,SC,Lower District between Broad and Saluda Rivers,no
Hunter,John,,SC,Little River District,yes
Saxon,Samuel,,SC,Little River District,no
Wadsworth,Thomas,,SC,Little River District,yes
Saxon,Joshua,,SC,Little River District,no
Kennedy,William,,SC,Upper or Spartan District,no
Jordan,James,,SC,Upper or Spartan District,no
Sims,Charles,,SC,Upper or Spartan District,no
Brandon,Thomas,,SC,Upper or Spartan District,no
Bulloch,Zachariah,,SC,Upper or Spartan District,no
Taylor,Thomas,,SC,District between Broad and Catawba Rivers Vizt Richard County,no
Meyer,William,,SC,District between Broad and Catawba Rivers Vizt Richard County,no
