Last Name,First Name,Position,State,County / Town,Vote
Howell,Thomas,,SC,District between Broad and Catawba Rivers Vizt Richard County,no
Craig,James,,SC,Fairfield County,no
Brown,Jacob,,SC,Fairfield County,no
Cook,John,,SC,Fairfield County,no
Grey,John,,SC,Fairfield County,no
Lacey,Edward,,SC,Chester County,no
Brown,Joseph,,SC,Chester County,no
Miles,William,,SC,Chester County,no
Knox,James,,SC,Chester County,no
Hill,William,,SC,District called the New Acqusistion,no
Patton,Robert,,SC,District called the New Acqusistion,no
Watson,Samuel,,SC,District called the New Acqusistion,no
Cummins,Francis,,SC,District called the New Acqusistion,yes
Martin,James,,SC,District called the New Acqusistion,no
Hunt,James G.,,SC,District called the New Acqusistion,no
Lowrey,Samuel,,SC,District called the New Acqusistion,no
Love,Andrew,,SC,District called the New Acqusistion,no
McGaw,John,,SC,District called the New Acqusistion,no
Meck,Adam,,SC,District called the New Acqusistion,no
Smith,Abraham,,SC,District called the New Acqusistion,no
Thompson,William,,SC,St. Matthew,yes
Linton,John,,SC,St. Matthew,no
Warley,Paul,,SC,St. Matthew,yes
Lestergette,Lewis,,SC,Orange,yes
Rumph,Jacob,,SC,Orange,yes
Bruce,Donald,,SC,Orange,yes
Benton,Lamuel,,SC,St. David,yes
Dewitt,William,,SC,St. David,yes
Spencer,Calvin,,SC,St. David,yes
Taylor,Samuel,,SC,St. David,yes
Brounfield,R.,,SC,St. David,yes
Hicks,Benjamin,,SC,St. David,yes
Smith,Stephen,,SC,District between Savannah River and the North Fork of Edisto.,yes
Dunbar,William,,SC,District between Savannah River and the North Fork of Edisto.,yes
Vance,Joseph,,SC,District between Savannah River and the North Fork of Edisto.,yes
Robison,William,,SC,District between Savannah River and the North Fork of Edisto.,yes
Collins,John,,SC,District between Savannah River and the North Fork of Edisto.,yes
Clark,Jonathan,,SC,District between Savannah River and the North Fork of Edisto.,yes
George,Hazard,,RI,Newport,yes
Henry,Merchant,,RI,Newport,yes
George,Champlin,,RI,Newport,yes
Peleg,Clarke,,RI,Newport,yes
William,Tripp,,RI,Newport,yes
George,Sears,,RI,Newport,yes
Jabez,Bowen,,RI,Providence,yes
Benjamin,Bourne,,RI,Providence,yes
William,Barton,,RI,Providence,yes
John I,Clark,,RI,Providence,yes
Barrington,Anthony,,RI,Portsmouth,yes
Job,Durfree,,RI,Portsmouth,did not vote
Giles,Slocum,,RI,Portsmouth,no
Peter,Barker,,RI,Portsmouth,yes
Thomas,Rice,,RI,Warwick,no
Gideon,Arnold,,RI,Warwick,no
Benjamin,Arnold,,RI,Warwick,yes
Christopher,Greene,,RI,Warwick,yes
Walter,White,,RI,Westerly,yes
George,Stillman,,RI,Westerly,yes
Edward,Hull,,RI,Newshoreham,did not vote
Ray,Sands,,RI,Newshoreham,did not vote
William,Congdon,,RI,North Kingston,no
Bowen,Card,,RI,North Kingston,no
Samuel J,Potter,,RI,South Kingston,no
Jonathan J,Howard,,RI,South Kingston,no
Pardon,Mawney,,RI,East Greenwich,no
Job,Comstock,,RI,East Greenwich,no
Benjamin,Remington,,RI,Jameston,yes
Nicholas,Carr,,RI,Jameston,yes
John,Sayles,,RI,Smithfield,no
Andrew,Waterman,,RI,Smithfield,no
James,Aldrich,,RI,Scituate,no
Nathan,Bates,,RI,Scituate,no
Daniel,Owen,,RI,Gloucester,did not vote
Stephen,Steere,,RI,Gloucester,no
Thomas,Hoxsie,,RI,Charlestown,no
Joseph,Stanton,,RI,Charlestown,no
William,Matthewson,,RI,West Greenwich,no
William,Nichols,,RI,West Greenwich,no
Benjamin,Arnold,,RI,Coventry,no
Job,Greene,,RI,Coventry,no
Joseph,Reynolds,,RI,Exeter,no
Job,Wilcox,,RI,Exeter,no
Joshua,Barker,,RI,Middletown,yes
Elisha,Barker,,RI,Middletown,yes
William,Peckham,,RI,Middletown,did not vote
William,Bradford,,RI,Bristol,yes
Shearjashub,Bourne,,RI,Bristol,yes
Isaac,Manchester,,RI,Tiverton,yes
Abraham,Barker,,RI,Tiverton,yes
William,Ladd,,RI,Little Compton,yes
John,Davis,,RI,Little Compton,yes
Benjamin,Bosworth,,RI,Warren,yes
Nathan,Miller,,RI,Warren,did not vote
Samuel,Pearce,,RI,Warren,yes
John S,Dexter,,RI,Cumberland,yes
Levi,Ballou,,RI,Cumberland,yes
James,Sheldon,,RI,Richmond,no
Thomas,James,,RI,Richmond,no
Peter,Stone,,RI,Cranston,no
Jonathan,Sprague,,RI,Cranston,no
John,Brown,,RI,Hopkinton,yes
Jesse,Maxson,,RI,Hopkinton,yes
Noah,Matthewson,,RI,Johnston,no
William,King,,RI,Johnston,no
Elisha,Brown,,RI,North Providence,no
Eseck,Esten,,RI,North Providence,no
Thomas,Allen,,RI,Barrington,yes
Samuel,Allen,,RI,Barrington,yes
William,Howard,,RI,Foster,no
John,Williams,,RI,Foster,no
Spencer,Samuel,,NC,Anson County,no
Gilbert,Jesse,,NC,Anson County,yes
May,Pleasant,,NC,Anson County,no
Wade,Thomas,,NC,Anson County,yes
Jameson,David,,NC,Anson County,yes
Blount,John G.,,NC,Beaufort County,yes
Brown,William,,NC,Beaufort County,yes
Grist,Richard,,NC,Beaufort County,yes
Ellison,Alderson,,NC,Beaufort County,yes
Arnett,Silas W.,,NC,Beaufort County,yes
Johnston,John,,NC,Bertie County,yes
Pugh,Francis,,NC,Bertie County,yes
Johnston Dawson,William,,NC,Bertie County,yes
Turner,David,,NC,Bertie County,yes
Stone,David,,NC,Bertie County,yes
Smith,Benjamin,,NC,Brunswick County,yes
Lord,William E.,,NC,Brunswick County,no
Gause,William,,NC,Brunswick County,yes
Hall,John,,NC,Brunswick County,yes
Hawkins,Dennis,,NC,Brunswick County,yes
Cowan,John,,NC,Bladen County,yes
Owen,Thomas,,NC,Bladen County,yes
Gaitier,Joseph,,NC,Bladen County,no
Brown,Thomas,,NC,Bladen County,no
Stewart,Duncan,,NC,Bladen County,no
McDowall,Charles,,NC,Burke County,yes
McDowall,Joseph,,NC,Burke County,no
McDowall Jun.,Joseph,,NC,Burke County,yes
Erwin,William E.,,NC,Burke County,yes
Carson,John,,NC,Burke County,yes
McDowall Jun.,Joseph,,NC,Craven County,yes
Allen,John,,NC,Craven County,yes
Nixon,Richard,,NC,Craven County,yes
Leech,Joseph,,NC,Craven County,yes
Williams,Thomas,,NC,Craven County,no
Ingram,John,,NC,Cumberland County,yes
Hay,John,,NC,Cumberland County,yes
Grove,William B.,,NC,Cumberland County,yes
Moore,James,,NC,Cumberland County,no
Adam,Robert,,NC,Cumberland County,yes
Easton,John,,NC,Carteret County,yes
Bell,Malachi,,NC,Carteret County,yes
Fulford,John,,NC,Carteret County,yes
Styron,Wallace,,NC,Carteret County,yes
Wallace,John,,NC,Carteret County,yes
Ferebee,William,,NC,Currituck County,yes
Williams,Thomas P.,,NC,Currituck County,yes
Ferebee,Samuel,,NC,Currituck County,yes
Duke,Andrew,,NC,Currituck County,yes
Hall,Spence,,NC,Currituck County,yes
Cabarrus,Stephen,,NC,Chowan County,yes
Johnson,Charles,,NC,Chowan County,yes
Creecy,Lemuel,,NC,Chowan County,yes
Blount,Edmund,,NC,Chowan County,yes
Righton,William,,NC,Chowan County,yes
Gregory,Isaac,,NC,Camden County,yes
Dauge,Peter,,NC,Camden County,yes
Sawyer,Enoch,,NC,Camden County,yes
Abbott,Henry,,NC,Camden County,yes
Grandy,Charles,,NC,Camden County,yes
Wommack,John,,NC,Caswell County,no
Dickens,Robert,,NC,Caswell County,no
Graves,John,,NC,Caswell County,no
Payne,Robert,,NC,Caswell County,yes
Bowman,Robert,,NC,Caswell County,yes
Edwards,Robert,,NC,Chatham County,no
Vestall,William,,NC,Chatham County,yes
Thompson,John,,NC,Chatham County,yes
Ramsay,John,,NC,Chatham County,yes
Anderson,James,,NC,Chatham County,yes
Sheppard,Benjamin,,NC,Dobbs County,yes
Lassiter,Nathan,,NC,Dobbs County,yes
Bright,Simeon,,NC,Dobbs County,yes
Pearsall,James,,NC,Duplin County,no
Gillespie,James,,NC,Duplin County,no
Dickson,Robert,,NC,Duplin County,no
Watkins,Lavan,,NC,Duplin County,no
Kenan,James,,NC,Duplin County,no
Gerrard,Charles,,NC,Davidson County,yes
Rice,Joel,,NC,Davidson County,yes
Ewing,Robert,,NC,Davidson County,yes
Mountflorence,James C.,,NC,Davidson County,yes
Dobbin,William,,NC,Davidson County,yes
Phillips,Etheldred,,NC,Edgecombe County,yes
Blount,Thomas,,NC,Edgecombe County,yes
Hilliard,Jeremiah,,NC,Edgecombe County,yes
Gray,Etheldred,,NC,Edgecombe County,yes
Fort,William,,NC,Edgecombe County,yes
Hill,Henry,,NC,Franklin County,no
Sherrod,Thomas,,NC,Franklin County,yes
Hill,Jordan,,NC,Franklin County,yes
Lancaster,William,,NC,Franklin County,yes
Christmas,William,,NC,Franklin County,yes
Hamilton,John,,NC,Guilford County,no
Gowdy,William,,NC,Guilford County,no
Caldwell,Richard D.,,NC,Guilford County,no
Gillespie,Daniel,,NC,Guilford County,no
Mitchell,Elijah,,NC,Granville County,no
Person,Thomas,,NC,Granville County,no
Yancey,Thorton,,NC,Granville County,no
Bennett,Peter,,NC,Granville County,no
Taylor Jr.,Edmund,,NC,Granville County,no
Rice,David,,NC,Gates County,yes
Riddick,Joseph,,NC,Gates County,yes
Baker,John,,NC,Gates County,yes
Sevier,John,,NC,Greene County,yes
Outlaw,Alexander,,NC,Greene County,yes
Allison,John,,NC,Greene County,yes
Doherty,George,,NC,Greene County,yes
Wilson,James,,NC,Greene County,yes
Long,Lunsford,,NC,Halifax County,yes
Baptista Ashe,John,,NC,Halifax County,yes
Qualls,Peter,,NC,Halifax County,yes
Whitaker,John,,NC,Halifax County,yes
Norfleet,Marmaduke,,NC,Halifax County,yes
Wynns,Thomas,,NC,Hertford County,yes
Montgomery,Robert,,NC,Hertford County,yes
Murfee,Hardy,,NC,Hertford County,yes
Hill,Henry,,NC,Hertford County,yes
Baker,Henry,,NC,Hertford County,yes
Eborn,John,,NC,Hyde County,yes
Watson,James,,NC,Hyde County,yes
Anderson,John,,NC,Hyde County,yes
Jasper,James,,NC,Hyde County,yes
Peters,Michael,,NC,Hyde County,yes
Henderson,Nathaniel,,NC,Hawkins County,yes
White,James,,NC,Hawkins County,yes
Hunt,John,,NC,Hawkins County,yes
Chessen,Elijah,,NC,Hawkins County,yes
Osborne,Adlai,,NC,Iredell County,yes
Brevard,Adam,,NC,Iredell County,yes
Matthews,Musentine,,NC,Iredell County,yes
Nesbitt (Nisbet),John,,NC,Iredell County,yes
Caldwell,David,,NC,Iredell County,yes
Smith,Samuel,,NC,Johnston County,yes
Bryan,Hardy,,NC,Johnston County,yes
Bridgers,William,,NC,Johnston County,yes
Hackney,William,,NC,Johnston County,yes
Handy,Matthias,,NC,Johnston County,yes
Hargett,Frederick,,NC,Jones County,yes
Whitty,Edward,,NC,Jones County,yes
Bryan,John H.,,NC,Jones County,yes
Johnston,Jacob,,NC,Jones County,yes
Dickson,Joseph,,NC,Lincoln County,yes
Moore,John,,NC,Lincoln County,yes
MacLaine,William,,NC,Lincoln County,yes
Alexander,Robert,,NC,Lincoln County,no
Caruth,John,,NC,Lincoln County,yes
Martin,William,,NC,Moore County,no
Tyson,Thomas,,NC,Moore County,yes
MacIntosh,Donald,,NC,Moore County,no
McLeod,Neill,,NC,Moore County,no
Doud,Cornelius,,NC,Moore County,no
Stewart,John,,NC,Martin County,yes
Williams,William,,NC,Martin County,yes
Mayo,Nathan,,NC,Martin County,yes
Hunter ,Thomas,,NC,Martin County,yes
Wilson,Zachias,,NC,Mecklenburg County,no
Douglass,Joseph,,NC,Mecklenburg County,no
Phifer,Caleb,,NC,Mecklenburg County,no
Graham,Joseph,,NC,Mecklenburg County,no
Porter,James,,NC,Mecklenburg County,no
Johnston,William,,NC,Montgomery County,yes
Turner,James,,NC,Montgomery County,yes
Tindall,James,,NC,Montgomery County,yes
Nesbitt,David,,NC,Montgomery County,yes
Crump,James,,NC,Montgomery County,yes
Benford,John M.,,NC,Northampton County,yes
Pride,Halcott B.,,NC,Northampton County,no
Tarver,Samuel,,NC,Northampton County,yes
Peebles,Robert,,NC,Northampton County,no
Peete,Samuel,,NC,Northampton County,yes
Bloodworth,Timothy,,NC,New Hanover County,no
Scull,John G.,,NC,New Hanover County,no
Huske,John,,NC,New Hanover County,no
Campbell,John A.,,NC,New Hanover County,no
Ellin,Howell,,NC,Nash County,yes
Vick,Wilson,,NC,Nash County,yes
Marnes,William S.,,NC,Nash County,yes
Bonds,John,,NC,Nash County,yes
Griffin,Hardy,,NC,Nash County,yes
Sneed,Robert W.,,NC,Onslow County,yes
Spicer,John,,NC,Onslow County,yes
Yates,Daniel,,NC,Onslow County,yes
Mitchell,George,,NC,Onslow County,yes
Ward,Edward,,NC,Onslow County,yes
Christmass,James,,NC,Orange County,yes
Perkins,Thomas H.,,NC,Orange County,no
Strudwick,William F.,,NC,Orange County,no
Hodge,Joseph,,NC,Orange County,no
Mebane,Alexander,,NC,Orange County,no
Everegain,Edward,,NC,Pasquotank County,yes
Swan,John,,NC,Pasquotank County,yes
Banks,Thomas,,NC,Pasquotank County,yes
Davis,Devotion,,NC,Pasquotank County,yes
Johnston,Samuel,,NC,Perquimans County,yes
Skinner,John,,NC,Perquimans County,yes
Harvey,Joseph,,NC,Perquimans County,yes
Perry,Benjamin,,NC,Perquimans County,yes
Sutton,Asbury,,NC,Perquimans County,yes
Blount,William,,NC,Pitt County,yes
Allen,Shadrick,,NC,Pitt County,yes
Armstrong,James,,NC,Pitt County,yes
Simpson,Samuel,,NC,Pitt County,yes
Bell,Benjamin,,NC,Pitt County,yes
Berger,George H.,,NC,Rowan County,no
Gaither,Bazel,,NC,Rowan County,yes
Stokes,John,,NC,Rowan County,yes
Chambers,Maxwell,,NC,Rowan County,yes
Lock,Matthew,,NC,Rowan County,no
Wood,Zebedee,,NC,Randolph County,no
Wood,Reuben,,NC,Randolph County,yes
Stedman,Nathan,,NC,Randolph County,yes
Bailey ,William,,NC,Randolph County,yes
Williams,Edward,,NC,Richmond County,yes
Watson,Alexander,,NC,Richmond County,no
Robinson,William,,NC,Richmond County,no
M'Farland,Duncan,,NC,Richmond County,no
Harragan,Darby,,NC,Richmond County,no
Porter,William,,NC,Rutherford County,yes
Holland,James,,NC,Rutherford County,yes
Lewis,Richard,,NC,Rutherford County,yes
Johnson,William,,NC,Rutherford County,yes
Bethell,William,,NC,Rockingham County,no
Gallaway,James,,NC,Rockingham County,no
Clarke,Isaac,,NC,Rockingham County,no
Phillips,Abram,,NC,Rockingham County,no
Dabney,John,,NC,Rockingham County,no
Willis,John,,NC,Robeson County,yes
Barnes,Elias,,NC,Robeson County,yes
Brown,Neill,,NC,Robeson County,yes
Cade,John,,NC,Robeson County,yes
Sion,Alford,,NC,Robeson County,yes
Winston,Joseph,,NC,Surry County,yes
Edwards,Gideon,,NC,Surry County,no
Bostwick,Absalom,,NC,Surry County,no
Lovell,Edward,,NC,Surry County,yes
Houser,George,,NC,Surry County,yes
Rhea,John,,NC,Sullivan County,yes
Nash,William,,NC,Sullivan County,no
Scott,John,,NC,Sullivan County,no
Martin,Joseph,,NC,Sullivan County,yes
Clinton,Richard,,NC,Sampson County,no
Spiller,James,,NC,Sampson County,yes
Thompson,James,,NC,Sampson County,no
Holmes,Hardy,,NC,Sampson County,no
King,William,,NC,Sampson County,no
Smith,Daniel,,NC,Sumner County,yes
Wilson,David,,NC,Sumner County,yes
Mason,Samuel,,NC,Sumner County,yes
Douglass,Edward,,NC,Sumner County,yes
Overton,John,,NC,Sumner County,yes
Montgomery,John,,NC,Tennessee County,yes
Drew,John,,NC,Tennessee County,yes
Johnston,Thomas,,NC,Tennessee County,yes
Blount,William,,NC,Tennessee County,yes
Menees,Benjamin,,NC,Tennessee County,yes
Stewart,Thomas,,NC,Tyrrell County,yes
Williamson,Hugh,,NC,Tyrrell County,yes
Frazier,Jeremiah,,NC,Tyrrell County,yes
Spruill,Simeon,,NC,Tyrrell County,yes
Chesson,Samuel,,NC,Tyrrell County,yes
Carter,Landon,,NC,Washington County,yes
Love,Robert,,NC,Washington County,yes
Blair,John,,NC,Washington County,yes
Houston,William,,NC,Washington County,yes
Green,Andrew,,NC,Washington County,yes
Hawkins,Benjamin,,NC,Warren County,yes
Hawkins,Philemon,,NC,Warren County,yes
Green,Solomon,,NC,Warren County,yes
Hawkins,Wyatt,,NC,Warren County,no
Christmass,Thomas,,NC,Warren County,no
McKinnie,Richard,,NC,Wayne County,yes
Mooring,Burwell,,NC,Wayne County,no
Cogdell,David,,NC,Wayne County,no
Jernigan,Josiah,,NC,Wayne County,yes
Handley,James,,NC,Wayne County,yes
Lane,Joel,,NC,Wake County,yes
Hines,Thomas,,NC,Wake County,yes
Lane,Henry,,NC,Wake County,yes
Sanders,Brittain,,NC,Wake County,no
Hayes,William,,NC,Wake County,yes
Brown,John,,NC,Wilkes County,no
Lenoir,William,,NC,Wilkes County,no
Herndon,Joseph,,NC,Wilkes County,no
Jones,Benjamin,,NC,Wilkes County,no
Nall,William,,NC,Wilkes County,no
Steele,John,,NC,Town of Salisbury,yes
Mare,John,,NC,Town of Edenton,yes
Benton,Samuel,,NC,Town of Hillsboro,yes
Guion,Isaac,,NC,Town of Newbern,yes
Davie,William Richardson,,NC,Town of Halifax,yes
Hill,William N.,,NC,Town of Wilmington,yes
Langdon,John,,NH,Portsmouth,yes
Gray,James,,NH,"Northwood, Epsom and Allenstown",yes
Hall,Aaron,,NH,Keene,yes
Pickering,John,,NH,Portsmouth,yes
Glidden,Charles,,NH,Northfield,yes
Whitcomb,Elisha,,NH,Swanzey,yes
Long,Pierse,,NH,Portsmouth,yes
Calfe,John,,NH,Hampstead,yes
Chamberlain,Moses,,NH,Winchester,yes
Gilman,John Taylor,,NH,Exeter,yes
Bettan,James,,NH,Windham,yes
Temple,Archelaus,,NH,Westmoreland,yes
Blanchard,Joseph,,NH,Chester,yes
Moody,Amos,,NH,Pelham,yes
Bellows,Benjamin,,NH,Walpole,yes
Adams,Benjamin,,NH,Newington,yes
Green,Ezra,,NH,Dover,yes
Chase,Jonathan,,NH,Cornish and Grantham,yes
Weeks,Icabod,,NH,Greenland,yes
Sullivan,John,,NH,Durham,yes
Griffin,Samuel,,NH,Dublin and Packerfield,yes
Goss,Nathan,,NH,Rye,yes
Carr,Moses,,NH,Somersworth,yes
Kimball,Joseph,,NH,Plainfield,yes
Prescutt,Henry,,NH,New Castle,yes
Hale,Samuel,,NH,Barrington,yes
Livermore,Samuel,,NH,"Campton, Holderness and Thorton",yes
Thurston,Benjamin,,NH,North Hampton,yes
Bedee,Daniel,,NH,Sandwich and Tamworth,yes
Worster,Francis,,NH,"Plymouth, Rumney and Wentworth",yes
Shannon,Nathaniel,,NH,"Moultonborough, Tuftonborough, Wolfeborough and Ossipee",yes
Crawford,Thomas,,NH,"New Chester, Alexandria and Cockermouth",yes
Toppan,Christopher,,NH,Hampton,yes
Chesley,Jonathan,,NH,"Barnstead, New Durham and N.D. Gore",yes
Johnson,Jesse,,NH,"Enfield, Canaan, Cardigan, Dorchester and Grafton",yes
Langdon,Samuel,,NH,Hampton Falls and Seabrook,yes
Hall,John,,NH,Derryfield,yes
Freeman,Jonathan,,NH,Hanover,yes
Wiggin,Jonathan,,NH,Stratham,yes
Dakin,Amos,,NH,Raby and Mason,yes
Payne,Elisha,,NH,Lebenon,yes
Fogg,Jeremiah,,NH,Kensington,yes
Abbott,William,,NH,Wilton,yes
Simpson,William,,NH,Lyme and Orford,yes
Bartlett,Josiah,,NH,Kingston,yes
Wilkins,Robert B.,,NH,Henniker and Hillsborough,yes
Patterson,Isaac,,NH,Lincoln and Franconia,yes
Ranney,Thomas Stow,,NH,Brentwood,yes
Morss,Joshua,,NH,Hopkinton,yes
Young,Samuel,,NH,"Bath, Lyman, Landaff, Littleton and Dalton",yes
Rogers,Nathaniel,,NH,Newmarket,yes
Gerrish,Joseph,,NH,Boscawen,yes
Weeks,John,,NH,"Lancaster, Northumberland, Stratford, Dartmouth, Piercy, Cockburn and Coleman.",yes
Bartlett,Thomas,,NH,Nottingham,yes
West,Benjamin,,NH,Charlestown,yes
Chadwick,Edmund,,NH,Deerfield,yes
Shepherd,Oliver,,NH,Alstead,yes
Runnels,Daniel,,NH,Londonberry,no
Clough,Jeremiah,,NH,Canterbury,no
Chase,Thomas,,NH,Raymond and Poplin,no
McMurphy,Archibald,,NH,Londonberry,no
Smith,Jonathan,,NH,Loudon,no
Sleeper,Nehemiah,,NH,Hawke and Sandown,no
Clough,Benjamin,,NH,South Hampton and East Kingston,no
Emery,Benjamin,,NH,Concord,no
Stone,Benjamin,,NH,Atkinson and Plaistow,no
Sias,Benjamin,,NH,Chichester and Pittsfield,no
Fifield,Stephen,,NH,Candia,no
Dow,Thomas,,NH,Salem,no
Steward,Robert,,NH,Newton,no
Page,David,,NH,"Conway, Eaton, Burton, and Locations",no
Parker,Abel,,NH,Jaffrey,no
Palmer,Barnabas,,NH,Rochester,no
Kindrick,Daniel,,NH,Hollis,no
Harvey,Solomon,,NH,Chesterfield,no
Harper,William,,NH,Sanbornton,no
Atherton,Joshua,,NH,Amherst,no
Thomas,Othniel,,NH,Rindge,no
Badger,Joseph,,NH,Gilmanton,no
Barrett,Charles,,NH,New Ipswich,no
Stone,Matthias,,NH,Claremont,no
Hooper,William,,NH,Madbury,no
Bixby,Daniel,,NH,Litchfield,no
Remmele,John,,NH,Newport and Croydon,no
Austin,Nicholas,,NH,"Wakefield, Middleton and Effingham",no
Jones,Benjamin,,NH,Lyndeborough,no
Grout,Daniel,,NH,"Acworth, Lempster and Marlow",no
Page,William,,NH,Goffstown,no
Cragin,John,,NH,Temple and Peterborough Slip,no
True,Moses,,NH,Wendall and Unity,no
Cummings,Ebenezer,,NH,Nottingham West,no
Cochran,John,,NH,New Boston,no
Penniman,Thomas,,NH,Stoddard and Washington,no
Bixby,Thomas,,NH,Francestown,no
Dow,Jonathan,,NH,Weare,no
Tainter,Jedediah,,NH,Marlborough,no
Hunt,William,,NH,Dunstable,no
Green,Jacob,,NH,Dunbarton and Bow,no
Winch,Caleb,,NH,Fitzwilliam,no
Taylor,Timothy,,NH,Merrimack,no
Bean,Nathaniel,,NH,"Fishersfield, Sutton and Warner",no
Hutchins,Joseph,,NH,"Haverhill, Piermon, Warren and Coventry",no
Dole,Stephen,,NH,Bedford,no
Gaskill,Jonathan,,NH,Richmond,no
Hill,Reuben,,NH,Lee,did not vote
Ladd,Nathaniel,,NH,Epping,did not vote
Dow,Evan,,NH,"Hancock, Antrim and Deering",did not vote
Evans,Uriel,,NH,Hinsdale,did not vote
Smith,Ebenezer,,NH,Meredith and New Hampton,did not vote
Smith,Jonathan,,NH,Surry and Gilsum,did not vote
Webster,Ebenezer,,NH,Salisbury,did not vote
